1.399861302098237559e-06,-1.950300405631536199e-07,2.163557529449462891e+00,1.389764785766601562e+00
7.256488598028076886e-04,-4.374437342527395887e-06,2.163557529449462891e+00,1.389764785766601562e+00
8.365068158220643202e-01,-4.586183302026089655e-03,2.014584302902221680e+00,2.033686161041259766e+00
1.339425263164562230e+00,-4.708792121692553789e-02,1.637117743492126465e+00,2.247040033340454102e+00
1.835341305249198252e+00,-2.340003625895895611e-01,1.243302106857299805e+00,2.186178207397460938e+00
2.240153582401861243e+00,-4.714398324631801640e-01,1.038539767265319824e+00,2.170002937316894531e+00
2.573108320894549994e+00,-7.381148562648296441e-01,1.006843328475952148e+00,2.156378507614135742e+00
2.912962434874184936e+00,-1.101090503810658205e+00,9.777074456214904785e-01,2.105315208435058594e+00
3.300370405466327650e+00,-1.850460497908829494e+00,1.494554281234741211e+00,2.016307353973388672e+00
3.615451260929622102e+00,-2.495510258801629799e+00,1.672812581062316895e+00,1.609449982643127441e+00
4.156943912218281412e+00,-3.051484047924772458e+00,1.613742947578430176e+00,1.470792293548583984e+00
5.053974280855529244e+00,-3.611122511384859735e+00,1.550749182701110840e+00,1.572127103805541992e+00
5.696993123012774163e+00,-3.895956474119610213e+00,1.546946763992309570e+00,1.595524549484252930e+00
6.410496952177577867e+00,-4.051119995161333698e+00,1.587156534194946289e+00,1.586008548736572266e+00
7.580446851560799892e+00,-4.062358106066612073e+00,1.578372240066528320e+00,1.594628095626831055e+00
8.721767200928677966e+00,-4.055807427042150692e+00,1.616793990135192871e+00,1.531083106994628906e+00
9.572321364900995277e+00,-3.856654953219582627e+00,1.555470228195190430e+00,1.555552363395690918e+00
1.040926134563440719e+01,-3.520504589714740451e+00,1.566533207893371582e+00,1.565727114677429199e+00
1.133137159918606152e+01,-3.038772326861942652e+00,1.589836835861206055e+00,1.555851817131042480e+00
1.196750900537956852e+01,-2.558805787747208793e+00,1.591539025306701660e+00,1.565541148185729980e+00
1.247578411200641391e+01,-2.056280695819789006e+00,1.564899802207946777e+00,1.563724637031555176e+00
1.293172185645402195e+01,-1.364484918343811692e+00,1.590315461158752441e+00,1.551613450050354004e+00
1.320408916818941414e+01,-4.582070002350590032e-01,1.539406061172485352e+00,1.647272825241088867e+00
1.329428800732385874e+01,3.897431148410009372e-01,1.603269934654235840e+00,1.557067871093750000e+00
1.325663680640674436e+01,1.142902168236534788e+00,1.591944575309753418e+00,1.565953016281127930e+00
1.313268622675935404e+01,2.042048465427458659e+00,1.561826229095458984e+00,1.546589016914367676e+00
1.284486758643810411e+01,2.976632598361703241e+00,1.585709095001220703e+00,1.560304164886474609e+00
1.262847544457186544e+01,3.600815522973917826e+00,1.783279895782470703e+00,1.503881573677062988e+00
1.262792415275993640e+01,4.379579624565446139e+00,2.754932641983032227e+00,1.591248393058776855e+00
1.273399056799797613e+01,5.161821543519568678e+00,2.873319387435913086e+00,2.360134601593017578e+00
1.297996472329950457e+01,5.751500625657061327e+00,2.014594078063964844e+00,2.230792045593261719e+00
1.343853646173374017e+01,6.255117739568964552e+00,1.096311092376708984e+00,2.107796192169189453e+00
1.388716556080441578e+01,6.547939148389387398e+00,1.355130434036254883e+00,2.109180688858032227e+00
1.429113359666505900e+01,6.818361700541286652e+00,1.631660342216491699e+00,1.962920069694519043e+00
1.453099306225813692e+01,7.110321486194994378e+00,1.444663405418395996e+00,1.794184565544128418e+00
1.483020953156842658e+01,7.586264583069583622e+00,1.750071048736572266e+00,1.763629198074340820e+00
1.504551219461472833e+01,8.252917445137759600e+00,1.691144704818725586e+00,1.510932445526123047e+00
1.506713608641809365e+01,8.893088856994831204e+00,1.716988205909729004e+00,1.439821600914001465e+00
1.484293926174775535e+01,9.755578713504435839e+00,1.566125154495239258e+00,1.541068077087402344e+00
1.458409481345804615e+01,1.042952926885697451e+01,1.543295860290527344e+00,1.605940818786621094e+00
1.432905333325142649e+01,1.098834567327158673e+01,1.600688219070434570e+00,1.554154396057128906e+00
1.393851750811763246e+01,1.159742322124255764e+01,1.590771317481994629e+00,1.544150710105895996e+00
1.347031159902187802e+01,1.217234753309960382e+01,1.558161973953247070e+00,1.544710874557495117e+00
1.301396370448803452e+01,1.262649568807787226e+01,1.548556566238403320e+00,1.612875938415527344e+00
1.213103677031879002e+01,1.308551470918806636e+01,1.504693746566772461e+00,1.752585649490356445e+00
1.155800109894576089e+01,1.321414646434023510e+01,1.556858420372009277e+00,1.634177923202514648e+00
1.070856195920434928e+01,1.324911091485255099e+01,1.585434198379516602e+00,1.556103348731994629e+00
9.990703151457580589e+00,1.316631934982015828e+01,1.552118778228759766e+00,1.547544121742248535e+00
9.173940750462238114e+00,1.309190208030989133e+01,1.514072418212890625e+00,1.576027512550354004e+00
8.433369335251310162e+00,1.292984094413421126e+01,1.588216423988342285e+00,1.607219576835632324e+00
7.816706431998327709e+00,1.265164112076396030e+01,1.570667147636413574e+00,1.567147493362426758e+00
7.418270699335351992e+00,1.248309449873605637e+01,1.764983654022216797e+00,1.542504072189331055e+00
6.954001062806878686e+00,1.242309141054759891e+01,2.210941314697265625e+00,1.439298510551452637e+00
6.408223099763562303e+00,1.241376644447309197e+01,2.714663982391357422e+00,1.842438936233520508e+00
5.520966979273638664e+00,1.257330923031885028e+01,2.601366281509399414e+00,2.111455917358398438e+00
4.778385528540948890e+00,1.307560291926571416e+01,1.214246749877929688e+00,2.006068229675292969e+00
4.262607911011446760e+00,1.387467859682345761e+01,1.588089346885681152e+00,1.846966981887817383e+00
3.787029020102689270e+00,1.446696643070661104e+01,1.752313137054443359e+00,1.580109119415283203e+00
3.226792138400710552e+00,1.480640103858229928e+01,1.785235881805419922e+00,1.487601518630981445e+00
2.537778281617933729e+00,1.498535155008711151e+01,1.787911295890808105e+00,1.375568151473999023e+00
1.753137583669797328e+00,1.494503993062074265e+01,1.697604060173034668e+00,1.446018099784851074e+00
1.069497658555286668e+00,1.473520103810733417e+01,1.567634224891662598e+00,1.537497162818908691e+00
3.133172946937822223e-01,1.447476602181393979e+01,1.581157684326171875e+00,1.563948988914489746e+00
-4.578053184877495796e-01,1.418864146515358193e+01,1.599476575851440430e+00,1.563545346260070801e+00
-1.269888017326717744e+00,1.379610034995520884e+01,1.570470809936523438e+00,1.554649829864501953e+00
-1.840436151645020946e+00,1.340829857284402316e+01,1.601130962371826172e+00,1.581807613372802734e+00
-2.452615831592453333e+00,1.286699855754143051e+01,1.582759022712707520e+00,1.578508615493774414e+00
-2.786409969427940503e+00,1.247538822707582540e+01,1.601095557212829590e+00,1.569258213043212891e+00
-3.333103556913926901e+00,1.151628235196654870e+01,1.565773010253906250e+00,1.557335257530212402e+00
-3.560244404751018443e+00,1.097892741907027769e+01,1.663213372230529785e+00,2.336702346801757812e+00
-4.014065333670326474e+00,1.038398841811662088e+01,2.638362407684326172e+00,2.207304954528808594e+00
-4.673018810613966068e+00,9.910384847571000577e+00,2.713609933853149414e+00,2.280900716781616211e+00
-5.591414155395964869e+00,9.676885170397778069e+00,1.214235424995422363e+00,2.184573173522949219e+00
-5.915619975183563639e+00,9.668489473886440422e+00,1.262974739074707031e+00,2.174458503723144531e+00
-6.470855246542527972e+00,9.463772153340448412e+00,1.304418206214904785e+00,2.121666193008422852e+00
-6.997905978616354439e+00,9.202048688132517640e+00,1.381954312324523926e+00,1.797981023788452148e+00
-7.482230746221491202e+00,8.701057471967008183e+00,1.547409534454345703e+00,1.691688537597656250e+00
-7.943336737393003055e+00,7.951117112635317064e+00,1.592827081680297852e+00,1.603827834129333496e+00
-8.090863627955574344e+00,7.342453965464549093e+00,1.606615900993347168e+00,1.598807692527770996e+00
-8.101883876345842950e+00,6.831065595283140723e+00,1.552410364151000977e+00,1.579109430313110352e+00
-7.988329136093089922e+00,5.969476407538615526e+00,1.567317962646484375e+00,1.565070629119873047e+00
-7.674176978858054277e+00,4.928872404266247287e+00,1.557516574859619141e+00,1.566779494285583496e+00
-7.259886684243649135e+00,4.082304902314378481e+00,1.573855757713317871e+00,1.567862033843994141e+00
