-6.792556673510783405e+00,3.381213113057492059e+00,1.556259989738464355e+00,1.550313830375671387e+00
-6.360741233237041214e+00,2.870788723577905266e+00,1.593672156333923340e+00,1.545006752014160156e+00
-5.936191366114592860e+00,2.323181979176474510e+00,1.577689886093139648e+00,1.560827732086181641e+00
-5.439410848687079358e+00,1.598659848020341334e+00,1.561928510665893555e+00,1.561064839363098145e+00
-4.768786092507056651e+00,9.162967895266855844e-01,1.527299523353576660e+00,1.622352838516235352e+00
-4.212677938038582148e+00,5.661283962668882674e-01,1.571682929992675781e+00,1.545609593391418457e+00
-3.589135462359547279e+00,3.026374655518543899e-01,1.572536468505859375e+00,1.520480155944824219e+00
-2.689575061402548428e+00,6.183613968226318175e-02,1.562234044075012207e+00,1.576989889144897461e+00
-2.015330766913584704e+00,-6.253729271355706887e-02,1.531475305557250977e+00,1.597481131553649902e+00
-1.000322239290472259e+00,6.522235313951198210e-02,1.525819420814514160e+00,1.698859810829162598e+00
-3.325148018453872312e-01,2.521861521733784195e-01,1.814973711967468262e+00,1.611633896827697754e+00
5.050700636927621390e-02,2.673932545998968791e-01,1.875476002693176270e+00,1.646775960922241211e+00
5.823855911050930256e-01,1.911863475633333032e-01,1.804435372352600098e+00,1.693634510040283203e+00
1.263755111387424801e+00,-1.112210530034997424e-01,1.543674826622009277e+00,1.691379904747009277e+00
1.744062867816509765e+00,-5.542157389669830625e-01,1.439693450927734375e+00,1.651644825935363770e+00
2.259760698330368189e+00,-1.280455325304404424e+00,1.624095082283020020e+00,1.530681014060974121e+00
2.778078274315778362e+00,-1.792108184784414249e+00,1.584754586219787598e+00,1.535607337951660156e+00
3.431623899492354024e+00,-2.363859725269128464e+00,1.573824167251586914e+00,1.578562378883361816e+00
3.967378069338507451e+00,-2.809954683149873400e+00,1.587491154670715332e+00,1.567628741264343262e+00
