# x_m,y_m,w_tr_right_m,w_tr_left_m
7.2493,12.4498,1.4773,1.4773
7.1993,12.4498,1.4577,1.4577
7.1493,12.3998,1.4866,1.4866
7.0993,12.3998,1.4705,1.4705
7.0493,12.3998,1.4560,1.4560
6.9993,12.3998,1.4431,1.4431
6.9493,12.3998,1.4318,1.4318
6.8993,12.3498,1.4714,1.4714
6.8493,12.3498,1.4637,1.4637
6.7993,12.3498,1.4577,1.4577
6.7493,12.3498,1.4534,1.4534
6.6993,12.2998,1.5008,1.5008
6.6493,12.2998,1.5000,1.5000
6.5993,12.2998,1.5000,1.5000
6.5493,12.2498,1.5508,1.5508
6.4993,12.2498,1.5532,1.5532
6.4493,12.2498,1.5572,1.5572
6.3993,12.1998,1.6125,1.6125
6.3493,12.1998,1.6194,1.6194
6.2993,12.1998,1.6279,1.6279
6.2493,12.1998,1.6378,1.6378
6.1993,12.1498,1.6978,1.6978
6.1493,12.1498,1.7103,1.7103
6.0993,12.1498,1.7241,1.7241
6.0493,12.1498,1.7393,1.7393
5.9993,12.0998,1.8028,1.8028
5.9993,12.0498,1.8500,1.8500
5.9493,11.9998,1.9138,1.9138
5.9493,11.9498,1.9039,1.9039
5.9493,11.8998,1.8927,1.8927
5.9493,11.8498,1.8822,1.8822
5.9493,11.7998,1.8682,1.8682
5.9493,11.7498,1.8554,1.8554
5.9493,11.6998,1.8439,1.8439
5.8993,11.6498,1.7847,1.7847
5.8993,11.5998,1.7720,1.7720
5.8993,11.5498,1.7557,1.7557
5.8993,11.4998,1.7393,1.7393
5.8493,11.4498,1.6763,1.6763
5.8493,11.3998,1.6621,1.6621
5.9493,12.1498,1.7734,1.7734
5.8993,12.1498,1.7923,1.7923
5.8493,12.1998,1.7671,1.7671
5.7993,12.2498,1.7443,1.7443
5.7493,12.2498,1.7678,1.7678
5.6993,12.2998,1.7393,1.7393
5.6493,12.3498,1.7088,1.7088
5.5993,12.3498,1.6621,1.6621
5.5493,12.3998,1.6348,1.6348
5.4993,12.3998,1.5890,1.5890
5.4493,12.4498,1.5652,1.5652
5.3993,12.4998,1.5435,1.5435
5.3993,12.5498,1.5652,1.5652
5.3993,12.5998,1.5882,1.5882
5.3493,12.6498,1.5652,1.5652
5.2993,12.6998,1.5435,1.5435
5.2993,12.7498,1.5652,1.5652
5.2993,12.7998,1.5882,1.5882
5.2493,12.8498,1.5652,1.5652
5.2493,12.8998,1.5882,1.5882
5.1993,12.9498,1.5692,1.5692
5.1993,12.9998,1.5953,1.5953
5.1493,13.0498,1.5811,1.5811
5.1493,13.0998,1.5882,1.5882
5.0993,13.1498,1.5882,1.5882
5.0493,13.1998,1.5692,1.5692
5.0493,13.2498,1.5953,1.5953
4.9993,13.2998,1.5811,1.5811
4.9493,13.3498,1.5700,1.5700
4.8993,13.3998,1.5620,1.5620
4.8993,13.4498,1.5945,1.5945
4.8493,13.4998,1.5914,1.5914
4.8493,13.5498,1.5700,1.5700
4.7993,13.5998,1.5811,1.5811
4.7493,13.6498,1.5914,1.5914
4.6993,13.6998,1.5914,1.5914
4.6493,13.7498,1.5914,1.5914
4.5993,13.7998,1.5914,1.5914
4.5493,13.8498,1.5811,1.5811
4.4993,13.8998,1.5700,1.5700
4.4493,13.8998,1.5914,1.5914
4.3993,13.9498,1.5914,1.5914
4.3493,13.9998,1.5914,1.5914
4.2993,14.0498,1.5914,1.5914
4.2493,14.0998,1.5914,1.5914
4.1993,14.1498,1.5914,1.5914
4.1493,14.1998,1.5914,1.5914
4.0993,14.1998,1.5700,1.5700
4.0493,14.2498,1.5811,1.5811
3.9993,14.2998,1.5953,1.5953
3.9493,14.2998,1.5692,1.5692
3.8993,14.2998,1.5443,1.5443
3.8493,14.3498,1.5652,1.5652
3.7993,14.3498,1.5435,1.5435
3.7493,14.3498,1.5207,1.5207
3.6993,14.3998,1.5435,1.5435
3.6493,14.3998,1.5207,1.5207
3.5993,14.4498,1.5435,1.5435
3.5493,14.4498,1.5232,1.5232
3.4993,14.4498,1.5042,1.5042
3.4493,14.4498,1.4866,1.4866
3.3993,14.4998,1.5182,1.5182
3.3493,14.4998,1.5042,1.5042
3.2993,14.4998,1.4866,1.4866
3.2493,14.4998,1.4705,1.4705
3.1993,14.5498,1.5042,1.5042
3.1493,14.5498,1.4916,1.4916
3.0993,14.5498,1.4807,1.4807
3.0493,14.5498,1.4714,1.4714
2.9993,14.5498,1.4637,1.4637
2.9493,14.5498,1.4577,1.4577
2.8993,14.5998,1.5033,1.5033
2.8493,14.5998,1.4916,1.4916
2.7993,14.5998,1.4807,1.4807
2.7493,14.5998,1.4714,1.4714
2.6993,14.5998,1.4637,1.4637
2.6493,14.5998,1.4577,1.4577
2.5993,14.6498,1.5033,1.5033
2.5493,14.6498,1.5008,1.5008
2.4993,14.6498,1.5000,1.5000
2.4493,14.6498,1.5000,1.5000
2.3993,14.6498,1.5000,1.5000
2.3493,14.6498,1.5000,1.5000
2.2993,14.6498,1.5000,1.5000
2.2493,14.6498,1.5000,1.5000
2.1993,14.6998,1.5500,1.5500
2.1493,14.6998,1.5500,1.5500
2.0993,14.6998,1.5500,1.5500
2.0493,14.6998,1.5500,1.5500
1.9993,14.6998,1.5500,1.5500
1.9493,14.6498,1.5000,1.5000
1.8993,14.6498,1.5000,1.5000
1.8493,14.6498,1.5000,1.5000
1.7993,14.6498,1.5000,1.5000
1.7493,14.6498,1.5000,1.5000
1.6993,14.6498,1.5000,1.5000
1.6493,14.6498,1.5000,1.5000
1.5993,14.5998,1.4500,1.4500
1.5493,14.5998,1.4500,1.4500
1.4993,14.5998,1.4509,1.4509
1.4493,14.5998,1.4534,1.4534
1.3993,14.5998,1.4577,1.4577
1.3493,14.5998,1.4637,1.4637
1.2993,14.5998,1.4714,1.4714
1.2493,14.5498,1.4318,1.4318
1.1993,14.5498,1.4431,1.4431
1.1493,14.5498,1.4560,1.4560
1.0993,14.5498,1.4705,1.4705
1.0493,14.5498,1.4866,1.4866
0.9993,14.5498,1.5042,1.5042
0.9493,14.5498,1.5182,1.5182
0.8993,14.4998,1.4866,1.4866
0.8493,14.4998,1.5042,1.5042
0.7993,14.4998,1.5182,1.5182
0.7493,14.4998,1.5338,1.5338
0.6993,14.4998,1.5508,1.5508
0.6493,14.4998,1.5660,1.5660
0.5993,14.4998,1.5811,1.5811
0.5493,14.4498,1.5508,1.5508
0.4993,14.4498,1.5660,1.5660
0.4493,14.4498,1.5788,1.5788
0.3993,14.4498,1.5890,1.5890
0.3493,14.3998,1.5524,1.5524
0.2993,14.3998,1.5660,1.5660
0.2493,14.3998,1.5811,1.5811
0.1993,14.3498,1.5508,1.5508
0.1493,14.3498,1.5660,1.5660
0.0993,14.3498,1.5811,1.5811
0.0493,14.2998,1.5508,1.5508
-0.0007,14.2998,1.5660,1.5660
-0.0507,14.2498,1.5338,1.5338
-0.1007,14.2498,1.5508,1.5508
-0.1507,14.2498,1.5692,1.5692
-0.2007,14.1998,1.5435,1.5435
-0.2507,14.1998,1.5652,1.5652
-0.3007,14.1998,1.5882,1.5882
-0.3507,14.1498,1.5652,1.5652
-0.4007,14.1498,1.5882,1.5882
-0.4507,14.1498,1.5692,1.5692
-0.5007,14.0998,1.5882,1.5882
-0.5507,14.0998,1.5811,1.5811
-0.6007,14.0498,1.5811,1.5811
-0.6507,14.0498,1.5890,1.5890
-0.7007,14.0498,1.5692,1.5692
-0.7507,13.9998,1.5811,1.5811
-0.8007,13.9998,1.5811,1.5811
-0.8507,13.9498,1.5692,1.5692
-0.9007,13.8998,1.5435,1.5435
-0.9507,13.8998,1.5652,1.5652
-1.0007,13.8498,1.5435,1.5435
-1.0507,13.8498,1.5652,1.5652
-1.1007,13.7998,1.5443,1.5443
-1.1507,13.7998,1.5692,1.5692
-1.2007,13.7498,1.5532,1.5532
-1.2507,13.7498,1.5811,1.5811
-1.3007,13.6998,1.5692,1.5692
-1.3507,13.6998,1.5953,1.5953
-1.4007,13.6498,1.5811,1.5811
-1.4507,13.6498,1.5811,1.5811
-1.5007,13.5998,1.5882,1.5882
-1.5507,13.5498,1.5692,1.5692
-1.6007,13.5498,1.5882,1.5882
-1.6507,13.4998,1.5811,1.5811
-1.7007,13.4498,1.5700,1.5700
-1.7507,13.4498,1.5953,1.5953
-1.8007,13.3998,1.5945,1.5945
-1.8507,13.3498,1.5914,1.5914
-1.9007,13.2998,1.5914,1.5914
-1.9507,13.2498,1.5914,1.5914
-2.0007,13.1998,1.5914,1.5914
-2.0507,13.1998,1.5914,1.5914
-2.1007,13.1498,1.5914,1.5914
-2.1507,13.0998,1.5945,1.5945
-2.2007,13.0498,1.6008,1.6008
-2.2507,12.9998,1.5945,1.5945
-2.3007,12.9498,1.5914,1.5914
-2.3507,12.8998,1.5914,1.5914
-2.4007,12.8498,1.5914,1.5914
-2.4507,12.7998,1.5914,1.5914
-2.5007,12.7498,1.5914,1.5914
-2.5507,12.6998,1.5914,1.5914
-2.6007,12.6498,1.5914,1.5914
-2.6507,12.5998,1.5945,1.5945
-2.7007,12.5498,1.5811,1.5811
-2.7507,12.4998,1.5700,1.5700
-2.7507,12.4498,1.5811,1.5811
-2.8007,12.3998,1.5945,1.5945
-2.8507,12.3498,1.5811,1.5811
-2.8507,12.2998,1.5811,1.5811
-2.9007,12.2498,1.5953,1.5953
-2.9507,12.1998,1.5811,1.5811
-2.9507,12.1498,1.5811,1.5811
-3.0007,12.0998,1.5953,1.5953
-3.0007,12.0498,1.5692,1.5692
-3.0507,11.9998,1.5882,1.5882
-3.1007,11.9498,1.5953,1.5953
-3.1007,11.8998,1.5882,1.5882
-3.1007,11.8498,1.5652,1.5652
-3.1507,11.7998,1.5882,1.5882
-3.2007,11.7498,1.5977,1.5977
-3.2007,11.6998,1.5882,1.5882
-3.2507,11.6498,1.5890,1.5890
-3.2507,11.5998,1.5882,1.5882
-3.3007,11.5498,1.5882,1.5882
-3.3007,11.4998,1.5890,1.5890
-3.3007,11.4498,1.5692,1.5692
-3.3007,11.3998,1.5508,1.5508
-3.3507,11.3498,1.5811,1.5811
-3.3507,11.2998,1.5652,1.5652
-3.3507,11.2498,1.5435,1.5435
-3.3507,11.1998,1.5207,1.5207
-3.3507,11.1498,1.4983,1.4983
-3.3507,11.0998,1.4773,1.4773
-3.4007,11.0498,1.5042,1.5042
-3.4007,10.9998,1.4866,1.4866
-3.4007,10.9498,1.4705,1.4705
-3.4507,10.8998,1.5042,1.5042
-3.4507,10.8498,1.4916,1.4916
-3.4507,10.7998,1.4807,1.4807
-3.4507,10.7498,1.4714,1.4714
-3.4507,10.6998,1.4637,1.4637
-3.5007,10.6498,1.5075,1.5075
-3.5007,10.5998,1.5033,1.5033
-3.5007,10.5498,1.5008,1.5008
-3.5007,10.4998,1.5000,1.5000
-3.5007,10.4498,1.5000,1.5000
-3.5507,10.3998,1.5500,1.5500
-3.5507,10.3498,1.5500,1.5500
-3.5507,10.2998,1.5500,1.5500
-3.6007,10.2498,1.6000,1.6000
-3.6007,10.1998,1.6000,1.6000
-3.6507,10.1498,1.6492,1.6492
-3.7007,10.0998,1.6867,1.6867
-3.7507,10.0498,1.7263,1.7263
-3.8007,10.0498,1.7755,1.7755
-3.8507,9.9998,1.8173,1.8173
-3.9007,9.9498,1.8608,1.8608
-3.9007,9.8998,1.8561,1.8561
-3.9007,9.8498,1.8527,1.8527
-3.8507,9.7998,1.8007,1.8007
-3.8507,9.7498,1.8000,1.8000
-3.8007,9.6998,1.7507,1.7507
-3.8007,9.6498,1.7500,1.7500
-3.8007,9.5998,1.7500,1.7500
-3.8007,9.5498,1.7500,1.7500
-3.8007,9.4998,1.7500,1.7500
-3.8007,9.4498,1.7500,1.7500
-3.8007,9.3998,1.7500,1.7500
-3.8007,9.3498,1.7500,1.7500
-3.8007,9.2998,1.7500,1.7500
-3.7507,9.2498,1.7000,1.7000
-3.9507,9.9498,1.9105,1.9105
-4.0007,9.9998,1.9660,1.9660
-4.0507,9.9998,1.9474,1.9474
-4.1007,9.9998,1.9235,1.9235
-4.1507,9.9998,1.9007,1.9007
-4.2007,10.0498,1.8337,1.8337
-4.2507,10.0498,1.8125,1.8125
-4.3007,10.0498,1.7923,1.7923
-4.3507,10.0498,1.7734,1.7734
-4.4007,10.0498,1.7557,1.7557
-4.4507,10.0498,1.7393,1.7393
-4.5007,10.0498,1.7241,1.7241
-4.5507,10.0498,1.7103,1.7103
-4.6007,10.0498,1.6978,1.6978
-4.6507,10.0498,1.6867,1.6867
-4.7007,10.0498,1.6771,1.6771
-4.7507,10.0498,1.6688,1.6688
-4.8007,10.0498,1.6621,1.6621
-4.8507,10.0498,1.6568,1.6568
-4.9007,10.0498,1.6530,1.6530
-4.9507,10.0498,1.6508,1.6508
-5.0007,10.0498,1.6500,1.6500
-5.0507,10.0498,1.6500,1.6500
-5.1007,10.0498,1.6500,1.6500
-5.1507,10.0498,1.6500,1.6500
-5.2007,10.0498,1.6500,1.6500
-5.2507,10.0498,1.6508,1.6508
-5.3007,10.0498,1.6530,1.6530
-5.3507,10.0498,1.6492,1.6492
-5.4007,10.0498,1.6378,1.6378
-5.4507,10.0498,1.6279,1.6279
-5.5007,9.9998,1.5700,1.5700
-5.5507,9.9998,1.5628,1.5628
-5.6007,9.9998,1.5572,1.5572
-5.6507,9.9998,1.5532,1.5532
-5.7007,9.9998,1.5508,1.5508
-5.7507,9.9498,1.5000,1.5000
-5.8007,9.9498,1.5000,1.5000
-5.8507,9.9498,1.5008,1.5008
-5.9007,9.9498,1.5033,1.5033
-5.9507,9.9498,1.5075,1.5075
-6.0007,9.8998,1.4637,1.4637
-6.0507,9.8998,1.4714,1.4714
-6.1007,9.8998,1.4807,1.4807
-6.1507,9.8998,1.4916,1.4916
-6.2007,9.8498,1.4560,1.4560
-6.2507,9.8498,1.4705,1.4705
-6.3007,9.8498,1.4866,1.4866
-6.3507,9.7998,1.4577,1.4577
-6.4007,9.7998,1.4773,1.4773
-6.4507,9.7998,1.4983,1.4983
-6.5007,9.7998,1.5207,1.5207
-6.5507,9.7498,1.5008,1.5008
-6.6007,9.7498,1.5264,1.5264
-6.6507,9.7498,1.5532,1.5532
-6.7007,9.6998,1.5403,1.5403
-6.7507,9.6998,1.5700,1.5700
-6.8007,9.6998,1.6008,1.6008
-6.8507,9.6498,1.5945,1.5945
-6.9007,9.5998,1.5914,1.5914
-6.9507,9.5498,1.5914,1.5914
-7.0007,9.4998,1.5914,1.5914
-7.0507,9.4498,1.5914,1.5914
-7.1007,9.3998,1.5914,1.5914
-7.1507,9.3498,1.5945,1.5945
-7.2007,9.2998,1.5811,1.5811
-7.2507,9.2498,1.5692,1.5692
-7.2507,9.1998,1.5811,1.5811
-7.3007,9.1498,1.5811,1.5811
-7.3507,9.0998,1.5692,1.5692
-7.3507,9.0498,1.5811,1.5811
-7.4007,8.9998,1.5811,1.5811
-7.4507,8.9498,1.5700,1.5700
-7.4507,8.8998,1.5811,1.5811
-7.5007,8.8498,1.5882,1.5882
-7.5007,8.7998,1.5692,1.5692
-7.5507,8.7498,1.5882,1.5882
-7.6007,8.6998,1.5811,1.5811
-7.6007,8.6498,1.5882,1.5882
-7.6507,8.5998,1.5882,1.5882
-7.6507,8.5498,1.5882,1.5882
-7.7007,8.4998,1.5882,1.5882
-7.7007,8.4498,1.5882,1.5882
-7.7507,8.3998,1.5882,1.5882
-7.7507,8.3498,1.5882,1.5882
-7.8007,8.2998,1.5882,1.5882
-7.8007,8.2498,1.5882,1.5882
-7.8007,8.1998,1.5652,1.5652
-7.8007,8.1498,1.5435,1.5435
-7.8007,8.0998,1.5207,1.5207
-7.8507,8.0498,1.5435,1.5435
-7.8507,7.9998,1.5207,1.5207
-7.8507,7.9498,1.4983,1.4983
-7.8507,7.8998,1.4773,1.4773
-7.8507,7.8498,1.4577,1.4577
-7.9007,7.7998,1.4866,1.4866
-7.9007,7.7498,1.4705,1.4705
-7.9007,7.6998,1.4560,1.4560
-7.9007,7.6498,1.4431,1.4431
-7.9007,7.5998,1.4318,1.4318
-7.9507,7.5498,1.4714,1.4714
-7.9507,7.4998,1.4637,1.4637
-7.9507,7.4498,1.4577,1.4577
-7.9507,7.3998,1.4534,1.4534
-7.9507,7.3498,1.4509,1.4509
-8.0007,7.2998,1.5000,1.5000
-8.0007,7.2498,1.5000,1.5000
-8.0007,7.1998,1.5000,1.5000
-8.0007,7.1498,1.5000,1.5000
-8.0007,7.0998,1.5000,1.5000
-8.0507,7.0498,1.5500,1.5500
-8.0507,6.9998,1.5500,1.5500
-8.0507,6.9498,1.5500,1.5500
-8.0507,6.8998,1.5500,1.5500
-8.0507,6.8498,1.5500,1.5500
-8.0507,6.7998,1.5500,1.5500
-8.0507,6.7498,1.5500,1.5500
-8.0007,6.6998,1.5000,1.5000
-8.0007,6.6498,1.5000,1.5000
-8.0007,6.5998,1.5000,1.5000
-8.0007,6.5498,1.5000,1.5000
-8.0007,6.4998,1.5000,1.5000
-8.0007,6.4498,1.5000,1.5000
-8.0007,6.3998,1.5008,1.5008
-8.0007,6.3498,1.5033,1.5033
-7.9507,6.2998,1.4577,1.4577
-7.9507,6.2498,1.4637,1.4637
-7.9507,6.1998,1.4714,1.4714
-7.9507,6.1498,1.4807,1.4807
-7.9507,6.0998,1.4916,1.4916
-7.9507,6.0498,1.5042,1.5042
-7.9507,5.9998,1.5182,1.5182
-7.9507,5.9498,1.5338,1.5338
-7.9007,5.8998,1.5042,1.5042
-7.9007,5.8498,1.5182,1.5182
-7.9007,5.7998,1.5338,1.5338
-7.9007,5.7498,1.5508,1.5508
-7.9007,5.6998,1.5660,1.5660
-7.9007,5.6498,1.5811,1.5811
-7.9007,5.5998,1.5977,1.5977
-7.8507,5.5498,1.5660,1.5660
-7.8507,5.4998,1.5788,1.5788
-7.8507,5.4498,1.5890,1.5890
-7.8507,5.3998,1.6008,1.6008
-7.8507,5.3498,1.5890,1.5890
-7.8507,5.2998,1.5788,1.5788
-7.8007,5.2498,1.5788,1.5788
-7.8007,5.1998,1.5890,1.5890
-7.7507,5.1498,1.5524,1.5524
-7.7507,5.0998,1.5660,1.5660
-7.7007,5.0498,1.5338,1.5338
-7.7007,4.9998,1.5508,1.5508
-7.6507,4.9498,1.5232,1.5232
-7.6507,4.8998,1.5435,1.5435
-7.6507,4.8498,1.5652,1.5652
-7.6007,4.7998,1.5435,1.5435
-7.6007,4.7498,1.5652,1.5652
-7.6007,4.6998,1.5811,1.5811
-7.5507,4.6498,1.5508,1.5508
-7.5507,4.5998,1.5692,1.5692
-7.5507,4.5498,1.5882,1.5882
-7.5007,4.4998,1.5652,1.5652
-7.5007,4.4498,1.5882,1.5882
-7.4507,4.3998,1.5692,1.5692
-7.4507,4.3498,1.5882,1.5882
-7.4007,4.2998,1.5811,1.5811
-7.4007,4.2498,1.5882,1.5882
-7.3507,4.1998,1.5882,1.5882
-7.3507,4.1498,1.5811,1.5811
-7.3007,4.0998,1.5882,1.5882
-7.3007,4.0498,1.5692,1.5692
-7.2507,3.9998,1.5882,1.5882
-7.2507,3.9498,1.5652,1.5652
-7.2007,3.8998,1.5882,1.5882
-7.2007,3.8498,1.5652,1.5652
-7.1507,3.7998,1.5882,1.5882
-7.1007,3.7498,1.5811,1.5811
-7.1007,3.6998,1.5882,1.5882
-7.0507,3.6498,1.5953,1.5953
-7.0007,3.5998,1.5811,1.5811
-6.9507,3.5498,1.5700,1.5700
-6.9507,3.4998,1.5914,1.5914
-6.9007,3.4498,1.5914,1.5914
-6.8507,3.3998,1.5914,1.5914
-6.8007,3.3498,1.5811,1.5811
-6.7507,3.2998,1.5700,1.5700
-6.7507,3.2498,1.5811,1.5811
-6.7007,3.1998,1.5914,1.5914
-6.6507,3.1498,1.5914,1.5914
-6.6007,3.0998,1.5914,1.5914
-6.5507,3.0498,1.5914,1.5914
-6.5007,2.9998,1.5914,1.5914
-6.4507,2.9498,1.5914,1.5914
-6.4007,2.8998,1.5914,1.5914
-6.3507,2.8498,1.5914,1.5914
-6.3007,2.7998,1.5811,1.5811
-6.2507,2.7498,1.5692,1.5692
-6.2507,2.6998,1.5945,1.5945
-6.2007,2.6498,1.5811,1.5811
-6.1507,2.5998,1.5700,1.5700
-6.1507,2.5498,1.5811,1.5811
-6.1007,2.4998,1.5945,1.5945
-6.0507,2.4498,1.5811,1.5811
-6.0007,2.3998,1.5700,1.5700
-6.0007,2.3498,1.5914,1.5914
-5.9507,2.2998,1.5945,1.5945
-5.9507,2.2498,1.5620,1.5620
-5.9007,2.1998,1.5700,1.5700
-5.8507,2.1498,1.5811,1.5811
-5.8007,2.0998,1.5811,1.5811
-5.8007,2.0498,1.5692,1.5692
-5.7507,1.9998,1.5882,1.5882
-5.7007,1.9498,1.5811,1.5811
-5.7007,1.8998,1.5811,1.5811
-5.6507,1.8498,1.5882,1.5882
-5.6007,1.7998,1.5692,1.5692
-5.6007,1.7498,1.5811,1.5811
-5.5507,1.6998,1.5811,1.5811
-5.5007,1.6498,1.5700,1.5700
-5.5007,1.5998,1.5811,1.5811
-5.4507,1.5498,1.5945,1.5945
-5.4007,1.4998,1.5811,1.5811
-5.4007,1.4498,1.5811,1.5811
-5.3507,1.3998,1.5953,1.5953
-5.3007,1.3498,1.5811,1.5811
-5.2507,1.2998,1.5700,1.5700
-5.2507,1.2498,1.5914,1.5914
-5.2007,1.1998,1.5914,1.5914
-5.1507,1.1498,1.5914,1.5914
-5.1007,1.0998,1.5914,1.5914
-5.0507,1.0498,1.5914,1.5914
-5.0007,0.9998,1.5914,1.5914
-4.9507,0.9498,1.5914,1.5914
-4.9007,0.8998,1.5914,1.5914
-4.8507,0.8498,1.5914,1.5914
-4.8007,0.8498,1.5700,1.5700
-4.7507,0.7998,1.5811,1.5811
-4.7007,0.7498,1.5953,1.5953
-4.6507,0.7498,1.5692,1.5692
-4.6007,0.6998,1.5882,1.5882
-4.5507,0.6998,1.5652,1.5652
-4.5007,0.6498,1.5882,1.5882
-4.4507,0.6498,1.5652,1.5652
-4.4007,0.5998,1.5882,1.5882
-4.3507,0.5498,1.5882,1.5882
-4.3007,0.5498,1.5882,1.5882
-4.2507,0.5498,1.5652,1.5652
-4.2007,0.4998,1.5890,1.5890
-4.1507,0.4998,1.5692,1.5692
-4.1007,0.4498,1.5890,1.5890
-4.0507,0.4498,1.5811,1.5811
-4.0007,0.4498,1.5652,1.5652
-3.9507,0.3998,1.5890,1.5890
-3.9007,0.3998,1.5692,1.5692
-3.8507,0.3998,1.5508,1.5508
-3.8007,0.3498,1.5811,1.5811
-3.7507,0.3498,1.5660,1.5660
-3.7007,0.2998,1.5977,1.5977
-3.6507,0.2998,1.5811,1.5811
-3.6007,0.2998,1.5660,1.5660
-3.5507,0.2498,1.5977,1.5977
-3.5007,0.2498,1.5811,1.5811
-3.4507,0.2498,1.5660,1.5660
-3.4007,0.1998,1.5890,1.5890
-3.3507,0.1998,1.5890,1.5890
-3.3007,0.1998,1.5788,1.5788
-3.2507,0.1498,1.5788,1.5788
-3.2007,0.1498,1.5890,1.5890
-3.1507,0.1498,1.5890,1.5890
-3.1007,0.1498,1.5788,1.5788
-3.0507,0.0998,1.5811,1.5811
-3.0007,0.0998,1.5977,1.5977
-2.9507,0.0998,1.5811,1.5811
-2.9007,0.0998,1.5660,1.5660
-2.8507,0.0498,1.5977,1.5977
-2.8007,0.0498,1.5811,1.5811
-2.7507,0.0498,1.5660,1.5660
-2.7007,0.0498,1.5524,1.5524
-2.6507,0.0498,1.5403,1.5403
-2.6007,0.0498,1.5297,1.5297
-2.5507,0.0498,1.5182,1.5182
-2.5007,0.0498,1.5042,1.5042
-2.4507,-0.0002,1.5403,1.5403
-2.4007,-0.0002,1.5297,1.5297
-2.3507,-0.0002,1.5207,1.5207
-2.3007,-0.0002,1.5133,1.5133
-2.2507,-0.0002,1.5042,1.5042
-2.2007,-0.0002,1.4916,1.4916
-2.1507,-0.0002,1.4807,1.4807
-2.1007,-0.0002,1.4714,1.4714
-2.0507,-0.0502,1.5133,1.5133
-2.0007,-0.0502,1.5075,1.5075
-1.9507,-0.0502,1.5033,1.5033
-1.9007,-0.0502,1.5008,1.5008
-1.8507,-0.0502,1.5000,1.5000
-1.8007,-0.0502,1.5000,1.5000
-1.7507,-0.0502,1.5000,1.5000
-1.7007,-0.0502,1.5000,1.5000
-1.6507,-0.1002,1.5500,1.5500
-1.6007,-0.0502,1.5000,1.5000
-1.5507,-0.0502,1.5000,1.5000
-1.5007,-0.0502,1.5000,1.5000
-1.4507,-0.0502,1.5000,1.5000
-1.4007,-0.0502,1.5000,1.5000
-1.3507,-0.0502,1.5008,1.5008
-1.3007,-0.0002,1.4534,1.4534
-1.2507,-0.0002,1.4577,1.4577
-1.2007,-0.0002,1.4637,1.4637
-1.1507,-0.0002,1.4714,1.4714
-1.1007,-0.0002,1.4807,1.4807
-1.0507,-0.0002,1.4916,1.4916
-1.0007,-0.0002,1.5042,1.5042
-0.9507,-0.0002,1.5182,1.5182
-0.9007,-0.0002,1.5338,1.5338
-0.8507,-0.0002,1.5508,1.5508
-0.8007,-0.0002,1.5692,1.5692
-0.7507,-0.0002,1.5890,1.5890
-0.7007,-0.0002,1.6101,1.6101
-0.6507,-0.0002,1.5882,1.5882
-0.6007,-0.0002,1.5652,1.5652
-0.5507,-0.0002,1.5435,1.5435
-0.5007,-0.0002,1.5232,1.5232
-0.4507,-0.0002,1.5042,1.5042
-0.4007,-0.0002,1.4866,1.4866
-0.3507,-0.0002,1.4705,1.4705
-0.3007,-0.0002,1.4560,1.4560
-0.2507,-0.0002,1.4431,1.4431
-0.2007,-0.0002,1.4318,1.4318
-0.1507,-0.0002,1.4221,1.4221
-0.1007,0.0498,1.4637,1.4637
-0.0507,0.0498,1.4577,1.4577
-0.0007,0.0498,1.4534,1.4534
0.0493,0.0498,1.4509,1.4509
0.0993,0.0998,1.5000,1.5000
0.1493,0.0998,1.5000,1.5000
0.1993,0.0998,1.5008,1.5008
0.2493,0.1498,1.5532,1.5532
0.2993,0.0998,1.5075,1.5075
0.3493,0.0998,1.5133,1.5133
0.3993,0.0998,1.5207,1.5207
0.4493,0.0498,1.4807,1.4807
0.4993,0.0498,1.4916,1.4916
0.5493,0.0498,1.5042,1.5042
0.5993,-0.0002,1.4705,1.4705
0.6493,-0.0002,1.4866,1.4866
0.6993,-0.0002,1.5042,1.5042
0.7493,-0.0502,1.4773,1.4773
0.7993,-0.0502,1.4983,1.4983
0.8493,-0.0502,1.5207,1.5207
0.8993,-0.1002,1.5008,1.5008
0.9493,-0.1002,1.5264,1.5264
0.9993,-0.1002,1.5532,1.5532
1.0493,-0.1502,1.5403,1.5403
1.0993,-0.1502,1.5700,1.5700
1.1493,-0.1502,1.6008,1.6008
